,Headlines,City,latitude,longitude,countrycode,cluster,x,y,count,longitude_cluster_center,latitude_cluster_center,x_cluster_center,y_cluster_center,distance,disease
235,Nha Trang Zika Outbreak,Nha Trang,12.24507,109.19432,VN,3,109.19432,12.24507,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,298.0018548827039,Zika
214,Zika cases in Vietnam's Ho Chi Minh City surge,Ho Chi Minh City,10.82302,106.62965,VN,3,106.62965,10.82302,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,496.9646659322086,Zika
247,Zika Troubles come to Kampong Cham,Kampong Cham,11.99339,105.4635,KH,3,105.4635,11.99339,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,531.4032133887229,Zika
270,More Zika patients reported in Indang,Indang,14.19528,120.87694,PH,3,120.87694,14.19528,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,534.4425766631164,Zika
263,Zika Troubles come to Jaen,Jaen,15.3275,120.9192,PH,3,120.9192,15.3275,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,537.2508661026765,Zika
229,Spreading Zika reaches Bacoor,Bacoor,14.45896,120.93851,PH,3,120.93851,14.45896,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,537.5401148727851,Zika
212,Zika alert - Manila now threatened,Manila,14.6042,120.9822,PH,3,120.9822,14.6042,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,540.1618297881189,Zika
223,More Quezon City Zika Transmissions,Quezon City,14.6488,121.0509,PH,3,121.0509,14.6488,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,544.6964060993993,Zika
246,Outbreak of Zika in Pasig City,Pasig City,14.58691,121.0614,PH,3,121.0614,14.58691,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,545.4782657229379,Zika
252,More Zika patients reported in Calumpang,Calumpang,14.6228,121.0897,PH,3,121.0897,14.6228,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,547.3178893653037,Zika
228,Antipolo under threat from Zika Virus,Antipolo,14.62578,121.12251,PH,3,121.12251,14.62578,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,549.5057782638571,Zika
248,Zika case reported in Rizal,Rizal,15.7118,121.1061,PH,3,121.1061,15.7118,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,552.1445297974875,Zika
230,Zika afflicts patient in Calamba,Calamba,14.21167,121.16528,PH,3,121.16528,14.21167,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,553.6134494473816,Zika
244,Phnom Penh hit by Zika Threat,Phnom Penh,11.56245,104.91601,KH,3,104.91601,11.56245,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,576.7657511646061,Zika
267,More Zika patients reported in Kampong Speu,Kampong Speu,11.45332,104.52085,KH,3,104.52085,11.45332,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,604.3631432090398,Zika
233,"New Zika Case in Kota Kinabalu, Malaysia",Kota Kinabalu,5.9749,116.0724,MY,3,116.0724,5.9749,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,634.898898326283,Zika
224,Hospitals in Hanoi fill up with Zika patients,Hanoi,21.0245,105.84117,VN,3,105.84117,21.0245,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,640.3466227952822,Zika
251,Zika arrives in Udon Thani,Udon Thani,17.41567,102.78589,TH,3,102.78589,17.41567,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,697.9907401041702,Zika
213,Zika afflicts 7 in Iloilo City,Iloilo,10.69694,122.56444,PH,3,122.56444,10.69694,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,705.2970837092374,Zika
240,Zika arrives in Miri,Miri,4.39928,113.99163,MY,3,113.99163,4.39928,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,709.9122272443101,Zika
238,Outbreak of Zika in Bacolod City,Bacolod City,10.66667,122.95,PH,3,122.95,10.66667,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,730.1477725498581,Zika
264,More Zika patients reported in Chanthaburi,Chanthaburi,12.60961,102.10447,TH,3,102.10447,12.60961,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,737.3596678412499,Zika
249,Zika case reported in Phetchabun,Phetchabun,16.41904,101.16056,TH,3,101.16056,16.41904,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,790.4205319667075,Zika
260,"Sulu, Zamboanga brace for Zika",Zamboanga,6.91028,122.07389,PH,3,122.07389,6.91028,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,818.8295087696124,Zika
215,Thailand-Zika Virus in Bangkok,Bangkok,13.75398,100.50144,TH,3,100.50144,13.75398,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,831.8048449355225,Zika
255,Zika symptoms spotted in Sibu,Sibu,2.3,111.81667,MY,3,111.81667,2.3,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,854.1229581822489,Zika
266,Zika spreads to Kamphaeng Phet,Kamphaeng Phet,16.48344,99.52153,TH,3,99.52153,16.48344,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,898.7053672898127,Zika
250,Zika spreads to Kuching,Kuching,1.55,110.33333,MY,3,110.33333,1.55,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,919.5033632976946,Zika
256,Zika arrives in Quezon,Quezon,7.73028,125.09889,PH,3,125.09889,7.73028,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,953.2471167962734,Zika
242,More Zika patients reported in Davao,Davao,7.07306,125.61278,PH,3,125.61278,7.07306,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,1007.0068623916754,Zika
217,Kuala Lumpur is Hit By Zika Threat,Kuala Lumpur,3.1412,101.68653,MY,3,101.68653,3.1412,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,1100.5956192318013,Zika
234,"Zika reaches Johor Bahru, Malaysia",Johor Bahru,1.4655,103.7578,MY,3,103.7578,1.4655,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,1101.8282994787248,Zika
231,Petaling Jaya man ill from Zika,Petaling Jaya,3.10726,101.60671,MY,3,101.60671,3.10726,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,1106.074761112437,Zika
239,Zika cases in Singapore reach 393,Singapore,1.28967,103.85007,SG,3,103.85007,1.28967,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,1108.3981679553697,Zika
221,"Zika surfaces in Klang, Malaysia",Klang,3.03667,101.44333,MY,3,101.44333,3.03667,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,1117.3612360738275,Zika
218,First Zika case confirmed in Yangon,Yangon,16.80528,96.15611,MM,3,96.15611,16.80528,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,1122.4379381962904,Zika
226,Zika now spreading through Jakarta,Jakarta,-6.21462,106.84513,ID,3,106.84513,-6.21462,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,1497.3178831432272,Zika
216,Beijing team cracks Zika secret,Beijing,39.9075,116.39723,CN,3,116.39723,39.9075,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,1758.4561216508384,Zika
225,Seoul confirms 14th Zika infection,Seoul,37.566,126.9784,KR,3,126.9784,37.566,59,112.89691730563824,14.624445116102136,112.89691730563824,14.624445116102136,1803.6225634120563,Zika
204,Zika arrives in San Onofre,San Onofre,9.73586,-75.52626,CO,2,-75.52626,9.73586,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,386.5669785726872,
186,Zika spreads to Barranquilla,Barranquilla,10.96854,-74.78132,CO,2,-74.78132,10.96854,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,398.3067264547642,
188,Zika Outbreak in Sincelejo,Sincelejo,9.30472,-75.39778,CO,2,-75.39778,9.30472,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,409.96720724691164,
170,Zika arrives in Tegucigalpa,Tegucigalpa,14.0818,-87.20681,HN,2,-87.20681,14.0818,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,466.3069539945362,
207,Zika spreads to Caucasia,Caucasia,7.98654,-75.19349,CO,2,-75.19349,7.98654,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,477.2682614868474,
181,Zika symptoms spotted in Bello,Bello,6.33732,-75.55795,CO,2,-75.55795,6.33732,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,544.602270868466,
203,Zika case reported in Medellin,Medellin,6.25184,-75.56359,CO,2,-75.56359,6.25184,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,549.0813064269198,
208,Zika Reported in Ilopango,Ilopango,13.70167,-89.10944,SV,2,-89.10944,13.70167,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,588.0778260022138,
167,More Zika cases in Soyapango,Soyapango,13.71024,-89.13989,SV,2,-89.13989,13.71024,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,590.17437997028,
159,Zika worries in San Salvador,San Salvador,13.68935,-89.18718,SV,2,-89.18718,13.68935,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,593.1647025486476,
166,Belize City under threat from Zika,Belize City,17.49952,-88.19756,BZ,2,-88.19756,17.49952,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,618.4673360905014,
169,Visitor to Cucuta contracts Zika,Cucuta,7.89391,-72.50782,CO,2,-72.50782,7.89391,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,628.6057950169712,
182,"Zika Mosquitoes May Have Bred in Bromeliads, Florida Officials Say",Florida,21.52536,-78.22579,CU,2,-78.22579,21.52536,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,634.0566684459887,
206,Zika arrives in Belmopan,Belmopan,17.25,-88.76667,BZ,2,-88.76667,17.25,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,642.0041538546,
179,Zika arrives in San Benito,San Benito,16.91675,-89.91898,GT,2,-89.91898,16.91675,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,699.8656385855305,
161,18 new Zika Cases in Bogota,Bogota,4.60971,-74.08175,CO,2,-74.08175,4.60971,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,701.0026800636799,
171,Spreading Zika ruining Cancun fun,Cancun,21.17429,-86.84656,MX,2,-86.84656,21.17429,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,728.2230242157497,
162,Zika Virus Transmission Detected in Havana,Havana,23.13302,-82.38304,CU,2,-82.38304,23.13302,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,739.1684433638991,
174,Villavicencio under Zika threat,Villavicencio,4.142,-73.62664,CO,2,-73.62664,4.142,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,745.7374597049725,
211,More Zika patients reported in Bella Vista,Bella Vista,18.45539,-69.9454,DO,2,-69.9454,18.45539,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,806.6564009223846,
190,Zika symptoms spotted in Quisqueya,Quisqueya,18.55542,-69.40814,DO,2,-69.40814,18.55542,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,840.9237583869389,
198,Zika symptoms spotted in Quito,Quito,-0.22985,-78.52495,EC,2,-78.52495,-0.22985,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,894.6691886590338,
210,Outbreak of Zika in Portoviejo,Portoviejo,-1.05458,-80.45445,EC,2,-80.45445,-1.05458,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,941.9712395007921,
195,Outbreak of Zika in Santa Elena,Santa Elena,-2.22622,-80.85873,EC,2,-80.85873,-2.22622,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1023.2744467024093,
193,Zika Troubles come to La Libertad,La Libertad,-2.233,-80.91039,EC,2,-80.91039,-2.233,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1023.8484558221276,
158,San Juan reports 1st U.S. Zika-related death amid outbreak,San Juan,18.46633,-66.10572,PR,2,-66.10572,18.46633,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1035.5712621955572,
163,Saint Croix under Zika threat,Saint Croix,17.72751,-64.74698,VI,2,-64.74698,17.72751,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1103.6097826794362,
184,Zika arrives in Oaxaca,Oaxaca,17.06542,-96.72365,MX,2,-96.72365,17.06542,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1129.588200761453,
177,Veracruz hit by Zika Concerns,Veracruz,19.18095,-96.1429,MX,2,-96.1429,19.18095,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1137.1016580258768,
192,Zika symptoms spotted in Iquitos,Iquitos,-3.74912,-73.25383,PE,2,-73.25383,-3.74912,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1230.9661995704612,
180,Zika case recorded in Tunapuna >>,Tunapuna,10.65245,-61.38878,TT,2,-61.38878,10.65245,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1294.8667527809991,
209,Zika Outbreak in Yurimaguas,Yurimaguas,-5.90181,-76.12234,PE,2,-76.12234,-5.90181,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1310.5416785110751,
168,Zika outbreak spreads to Mexico City,Mexico City,19.42847,-99.12766,MX,2,-99.12766,19.42847,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1326.039757289171,
202,Zika case reported in Reynosa,Reynosa,26.08061,-98.28835,MX,2,-98.28835,26.08061,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1486.8204036850157,
200,Zika spreads to San Luis Potosi,San Luis Potosi,22.14982,-100.97916,MX,2,-100.97916,22.14982,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1503.6216954101378,
183,Four cases of Zika in Hidalgo County,Hidalgo,25.97205,-100.45029,MX,2,-100.45029,25.97205,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1594.5515801626314,
196,More Zika patients reported in Nuevo Laredo,Nuevo Laredo,27.47629,-99.51639,MX,2,-99.51639,27.47629,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1604.5482275732213,
160,Lima tries to address Zika Concerns,Lima,-12.04318,-77.02824,PE,2,-77.02824,-12.04318,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1716.6439526289944,
205,Zika Reported in Ciudad Acuna,Ciudad Acuna,29.32322,-100.95217,MX,2,-100.95217,29.32322,54,-80.43745112052999,12.588224645136325,-80.43745112052999,12.588224645136325,1750.5317590351965,
6,New Zika Case Confirmed in Belo Horizonte,Belo Horizonte,-19.92083,-43.93778,BR,0,-43.93778,-19.92083,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,90.04520801983405,Zika
19,More Zika patients reported in Ribeirao Preto,Ribeirao Preto,-21.1775,-47.81028,BR,0,-47.81028,-21.1775,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,283.2845074898922,Zika
9,Zika Troubles come to Niteroi,Niteroi,-22.88333,-43.10361,BR,0,-43.10361,-22.88333,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,301.4204102583835,Zika
4,Second Zika Paitient in Brasilia,Brasilia,-15.77972,-47.92972,BR,0,-47.92972,-15.77972,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,309.34531415799233,Zika
3,"Zika outbreak in Piracicaba, Brazil",Piracicaba,-22.72528,-47.64917,BR,0,-47.64917,-22.72528,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,351.4587960436851,Zika
1,Zika Infested Monkeys in Sao Paulo,Sao Paulo,-23.5475,-46.63611,BR,0,-46.63611,-23.5475,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,367.12279862538713,Zika
10,Zika arrives in Santos,Santos,-23.96083,-46.33361,BR,0,-46.33361,-23.96083,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,386.51020608598054,Zika
22,More Zika patients reported in Botucatu,Botucatu,-22.88583,-48.445,BR,0,-48.445,-22.88583,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,392.80331596218053,Zika
2,Zika spreading to Salvador,Salvador,-12.97563,-38.49096,BR,0,-38.49096,-12.97563,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,553.4057755478811,Zika
12,More Zika patients reported in Camacari,Camacari,-12.6975,-38.32417,BR,0,-38.32417,-12.6975,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,575.052318216633,Zika
14,Zika case reported in Jacobina,Jacobina,-11.18143,-40.51372,BR,0,-40.51372,-11.18143,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,577.2242337238456,Zika
24,Zika Reported in Sao Jose,Sao Jose,-28.21171,-49.1632,BR,0,-49.1632,-28.21171,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,725.3028808814848,Zika
20,More Zika patients reported in Custodia,Custodia,-8.0875,-37.64306,BR,0,-37.64306,-8.0875,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,858.3726400543527,Zika
23,Outbreak of Zika in Alvorada,Alvorada,-29.9904,-51.0781,BR,0,-51.0781,-29.9904,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,887.9307790041082,Zika
21,Zika case reported in Limoeiro,Limoeiro,-7.87472,-35.45028,BR,0,-35.45028,-7.87472,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,955.3238534392729,Zika
17,Zika spreads to Olinda,Olinda,-8.00889,-34.85528,BR,0,-34.85528,-8.00889,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,973.6344970954394,Zika
11,More Zika patients reported in Joao Pessoa,Joao Pessoa,-7.115,-34.86306,BR,0,-34.86306,-7.115,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,1021.4094410796416,Zika
13,Zika arrives in Natal,Natal,-5.795,-35.20944,BR,0,-35.20944,-5.795,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,1081.4755971605764,Zika
15,Zika symptoms spotted in Fortaleza,Fortaleza,-3.71722,-38.54306,BR,0,-38.54306,-3.71722,25,-44.350464935529615,-18.676200047503613,-44.350464935529615,-18.676200047503613,1104.7623297406933,Zika
292,More Zika patients reported in Chennai,Chennai,13.08784,80.27847,IN,5,80.27847,13.08784,11,76.98703524532567,15.2047552120704,76.98703524532567,15.2047552120704,264.4191502891612,Zika
290,Outbreak of Zika in Kozhikode,Kozhikode,11.24802,75.7804,IN,5,75.7804,11.24802,11,76.98703524532567,15.2047552120704,76.98703524532567,15.2047552120704,284.9725015698294,Zika
289,Zika Outbreak in Puducherry,Puducherry,11.93381,79.82979,IN,5,79.82979,11.93381,11,76.98703524532567,15.2047552120704,76.98703524532567,15.2047552120704,295.6310241540477,Zika
283,Pune woman diagnosed with Zika,Pune,18.51957,73.85535,IN,5,73.85535,18.51957,11,76.98703524532567,15.2047552120704,76.98703524532567,15.2047552120704,308.52369191243,Zika
274,Tests negative on Windsor Zika carriers,Windsor,42.30008,-83.01654,CA,4,-83.01654,42.30008,11,-76.31164572108905,44.69534673934418,-76.31164572108905,44.69534673934418,374.1699979094758,
282,Mumbai's Health Minister warns of more Zika cases,Mumbai,19.07283,72.88261,IN,5,72.88261,19.07283,11,76.98703524532567,15.2047552120704,76.98703524532567,15.2047552120704,380.296197699069,Zika
288,Zika symptoms spotted in Surat,Surat,21.19594,72.83023,IN,5,72.83023,21.19594,11,76.98703524532567,15.2047552120704,76.98703524532567,15.2047552120704,495.33945087682497,Zika
285,Zika symptoms spotted in Colombo,Colombo,6.93548,79.84868,LK,5,79.84868,6.93548,11,76.98703524532567,15.2047552120704,76.98703524532567,15.2047552120704,602.9221048541893,Zika
291,Outbreak of Zika in Colombo,Colombo,6.93548,79.84868,LK,5,79.84868,6.93548,11,76.98703524532567,15.2047552120704,76.98703524532567,15.2047552120704,602.9221048541893,Zika
284,Zika Outbreak in Hyderabad,Hyderabad,25.39689,68.37718,PK,5,68.37718,25.39689,11,76.98703524532567,15.2047552120704,76.98703524532567,15.2047552120704,897.1316683861097,Zika
